label,message
ham,I will send you the details by 12:00.
ham,I will send you the details by 17:00.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM9832
ham,Your order #2952 has been shipped.
spam,You have  unread messages. Check at http://spam-link.com
ham,See you at 10:00 for lunch.
ham,Let me know if you need anything else.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Earn  per week from home! Details at http://spam-link.com
ham,The report is ready. Please find attached.
spam,WINNER! You have won a free vacation worth . Call 9769 now.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Meeting scheduled for 15:00 tomorrow. Please confirm.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,I will send you the details by 12:00.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Thanks for your help with the project.
ham,"Hey, how are you? Let me know when you can meet."
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM4262
ham,Quick question: are you free at 11:00?
ham,The report is ready. Please find attached.
ham,I will send you the details by 16:00.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Thanks for the update. I will review it tomorrow.
ham,Meeting scheduled for 15:00 tomorrow. Please confirm.
ham,Let me know if you need anything else.
ham,Thanks for the update. I will review it tomorrow.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,I will send you the details by 14:00.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 3635
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Happy birthday! Have a great day!
ham,Thanks for the feedback. I will incorporate it.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Let me know if you need anything else.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM6741
ham,The package has been delivered.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Thanks for your help with the project.
ham,Thanks for the update. I will review it tomorrow.
ham,I will send you the details by 14:00.
ham,The meeting went well. Next steps are...
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Let me know if you need anything else.
spam,FREE entry to win  cash! Text WIN to 8078
spam,You have  unread messages. Check at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
ham,I will send you the details by 16:00.
spam,You have  unread messages. Check at http://spam-link.com
ham,See you at 11:00 for lunch.
spam,WINNER! You have won a free vacation worth . Call 4114 now.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
ham,Thanks for your help with the project.
ham,Thanks for the update. I will review it tomorrow.
ham,Your order #3975 has been shipped.
ham,The package has been delivered.
spam,FREE entry to win  cash! Text WIN to 9643
ham,The meeting went well. Next steps are...
ham,Can we reschedule our call to 15:00?
ham,Just wanted to check in. Hope you are doing well.
ham,The meeting went well. Next steps are...
ham,The report is ready. Please find attached.
ham,Thanks for the feedback. I will incorporate it.
ham,Thanks for the update. I will review it tomorrow.
ham,Happy birthday! Have a great day!
spam,FREE entry to win  cash! Text WIN to 4960
ham,Reminder: appointment at 17:00 tomorrow.
ham,Thanks for your help with the project.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Quick question: are you free at 9:00?
ham,Reminder: appointment at 15:00 tomorrow.
ham,Thanks for your help with the project.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Thanks for your help with the project.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
ham,Let me know if you need anything else.
ham,Quick question: are you free at 15:00?
ham,See you at 12:00 for lunch.
ham,Please review the document and let me know.
ham,Just wanted to check in. Hope you are doing well.
ham,The meeting went well. Next steps are...
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM5011
ham,Thanks for the update. I will review it tomorrow.
spam,Earn  per week from home! Details at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,The report is ready. Please find attached.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Quick question: are you free at 17:00?
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,The package has been delivered.
ham,Thanks for the update. I will review it tomorrow.
ham,Thanks for the update. I will review it tomorrow.
ham,The payment has been processed successfully.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Quick question: are you free at 11:00?
ham,Please review the document and let me know.
ham,The report is ready. Please find attached.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Let me know if you need anything else.
ham,Happy birthday! Have a great day!
ham,Quick question: are you free at 17:00?
ham,See you at 17:00 for lunch.
ham,The report is ready. Please find attached.
spam,WINNER! You have won a free vacation worth . Call 1806 now.
ham,Meeting scheduled for 10:00 tomorrow. Please confirm.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Reminder: appointment at 14:00 tomorrow.
ham,Thanks for the feedback. I will incorporate it.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 3277 now.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Your order #4178 has been shipped.
ham,The meeting went well. Next steps are...
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Quick question: are you free at 13:00?
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Quick question: are you free at 10:00?
ham,The meeting went well. Next steps are...
ham,Thanks for the update. I will review it tomorrow.
spam,FREE entry to win  cash! Text WIN to 6065
ham,I will send you the details by 9:00.
ham,The payment has been processed successfully.
ham,Thanks for the feedback. I will incorporate it.
ham,Quick question: are you free at 17:00?
ham,Thanks for the feedback. I will incorporate it.
ham,I will send you the details by 12:00.
ham,Thanks for the update. I will review it tomorrow.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,The report is ready. Please find attached.
ham,Just wanted to check in. Hope you are doing well.
ham,Thanks for the update. I will review it tomorrow.
ham,Welcome to the team! Looking forward to working with you.
ham,Let me know if you need anything else.
ham,Just wanted to check in. Hope you are doing well.
ham,Can we reschedule our call to 9:00?
ham,"Hey, how are you? Let me know when you can meet."
ham,Thanks for your help with the project.
ham,Thanks for your help with the project.
ham,Your order #4629 has been shipped.
ham,Meeting scheduled for 15:00 tomorrow. Please confirm.
ham,The report is ready. Please find attached.
ham,Welcome to the team! Looking forward to working with you.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,I will send you the details by 9:00.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
ham,"Hey, how are you? Let me know when you can meet."
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Free gift card worth ! Claim at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM4281
ham,Let me know if you need anything else.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Reminder: appointment at 11:00 tomorrow.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7372
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Can we reschedule our call to 13:00?
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,See you at 12:00 for lunch.
ham,Just wanted to check in. Hope you are doing well.
ham,Just wanted to check in. Hope you are doing well.
ham,Please review the document and let me know.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,The payment has been processed successfully.
ham,Let me know if you need anything else.
ham,I will send you the details by 9:00.
ham,Please review the document and let me know.
spam,FREE entry to win  cash! Text WIN to 184
ham,Thanks for your help with the project.
ham,Can we reschedule our call to 12:00?
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 1159
ham,Quick question: are you free at 16:00?
ham,Your order #6609 has been shipped.
ham,Let me know if you need anything else.
ham,Just wanted to check in. Hope you are doing well.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,The package has been delivered.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Quick question: are you free at 14:00?
ham,The meeting went well. Next steps are...
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,Please review the document and let me know.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,You have  unread messages. Check at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Earn  per week from home! Details at http://spam-link.com
ham,Quick question: are you free at 14:00?
ham,The meeting went well. Next steps are...
spam,FREE entry to win  cash! Text WIN to 7762
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,See you at 9:00 for lunch.
ham,Let me know if you need anything else.
ham,Your order #9208 has been shipped.
ham,Please review the document and let me know.
ham,The meeting went well. Next steps are...
ham,I will send you the details by 15:00.
ham,"Hey, how are you? Let me know when you can meet."
ham,The payment has been processed successfully.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7108
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM4693
ham,Happy birthday! Have a great day!
ham,Welcome to the team! Looking forward to working with you.
ham,Thanks for the feedback. I will incorporate it.
ham,"Hey, how are you? Let me know when you can meet."
ham,Reminder: appointment at 15:00 tomorrow.
ham,Thanks for your help with the project.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Please review the document and let me know.
ham,Let me know if you need anything else.
ham,Meeting scheduled for 17:00 tomorrow. Please confirm.
ham,"Hey, how are you? Let me know when you can meet."
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Thanks for your help with the project.
ham,"Hey, how are you? Let me know when you can meet."
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,The report is ready. Please find attached.
ham,See you at 12:00 for lunch.
ham,Can we reschedule our call to 16:00?
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,Thanks for your help with the project.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,The payment has been processed successfully.
spam,FREE entry to win  cash! Text WIN to 7741
ham,Happy birthday! Have a great day!
ham,I will send you the details by 10:00.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Your order #9743 has been shipped.
spam,You have  unread messages. Check at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Reminder: appointment at 16:00 tomorrow.
ham,Happy birthday! Have a great day!
ham,Happy birthday! Have a great day!
ham,Quick question: are you free at 11:00?
ham,Thanks for your help with the project.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Your order #3217 has been shipped.
ham,Let me know if you need anything else.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,Your order #2523 has been shipped.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM1209
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Thanks for your help with the project.
ham,Happy birthday! Have a great day!
ham,See you at 16:00 for lunch.
spam,You have  unread messages. Check at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,The payment has been processed successfully.
ham,Let me know if you need anything else.
ham,I will send you the details by 15:00.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The payment has been processed successfully.
ham,See you at 16:00 for lunch.
ham,The payment has been processed successfully.
ham,Let me know if you need anything else.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Please review the document and let me know.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,The package has been delivered.
ham,The payment has been processed successfully.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,"Hey, how are you? Let me know when you can meet."
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Can we reschedule our call to 14:00?
ham,Reminder: appointment at 11:00 tomorrow.
ham,Thanks for the update. I will review it tomorrow.
ham,See you at 13:00 for lunch.
ham,Welcome to the team! Looking forward to working with you.
ham,The package has been delivered.
ham,See you at 9:00 for lunch.
ham,Let me know if you need anything else.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Meeting scheduled for 10:00 tomorrow. Please confirm.
ham,Just wanted to check in. Hope you are doing well.
ham,Thanks for the feedback. I will incorporate it.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Let me know if you need anything else.
ham,Welcome to the team! Looking forward to working with you.
spam,FREE entry to win  cash! Text WIN to 2748
ham,Let me know if you need anything else.
ham,Welcome to the team! Looking forward to working with you.
ham,Quick question: are you free at 11:00?
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,I will send you the details by 13:00.
ham,Your order #4372 has been shipped.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
ham,Happy birthday! Have a great day!
ham,Welcome to the team! Looking forward to working with you.
ham,Thanks for the feedback. I will incorporate it.
ham,Just wanted to check in. Hope you are doing well.
ham,The payment has been processed successfully.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7045
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,Your order #9699 has been shipped.
ham,Your order #438 has been shipped.
ham,See you at 13:00 for lunch.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The payment has been processed successfully.
ham,The report is ready. Please find attached.
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The report is ready. Please find attached.
ham,"Hey, how are you? Let me know when you can meet."
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Let me know if you need anything else.
ham,The meeting went well. Next steps are...
ham,The meeting went well. Next steps are...
ham,Please review the document and let me know.
ham,Quick question: are you free at 12:00?
ham,Quick question: are you free at 17:00?
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Let me know if you need anything else.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Thanks for the update. I will review it tomorrow.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,I will send you the details by 9:00.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,The payment has been processed successfully.
spam,Earn  per week from home! Details at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 405
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,The report is ready. Please find attached.
ham,Quick question: are you free at 11:00?
ham,Quick question: are you free at 13:00?
ham,Thanks for your help with the project.
ham,Happy birthday! Have a great day!
spam,WINNER! You have won a free vacation worth . Call 3528 now.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Quick question: are you free at 10:00?
ham,Thanks for the feedback. I will incorporate it.
ham,The payment has been processed successfully.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Let me know if you need anything else.
ham,I will send you the details by 9:00.
ham,Thanks for the feedback. I will incorporate it.
ham,Just wanted to check in. Hope you are doing well.
ham,Let me know if you need anything else.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Quick question: are you free at 10:00?
ham,"Hey, how are you? Let me know when you can meet."
ham,Thanks for your help with the project.
ham,Thanks for your help with the project.
ham,Let me know if you need anything else.
ham,"Hey, how are you? Let me know when you can meet."
ham,Just wanted to check in. Hope you are doing well.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,I will send you the details by 10:00.
ham,Reminder: appointment at 10:00 tomorrow.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 6438
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Your order #2369 has been shipped.
ham,The report is ready. Please find attached.
spam,Earn  per week from home! Details at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 1763 now.
ham,The report is ready. Please find attached.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 8268
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Reminder: appointment at 15:00 tomorrow.
spam,You have  unread messages. Check at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Your order #9118 has been shipped.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,Quick question: are you free at 11:00?
ham,Reminder: appointment at 14:00 tomorrow.
ham,I will send you the details by 11:00.
ham,Your order #5039 has been shipped.
ham,"Hey, how are you? Let me know when you can meet."
ham,The report is ready. Please find attached.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,"Hey, how are you? Let me know when you can meet."
ham,Quick question: are you free at 13:00?
ham,See you at 12:00 for lunch.
ham,Happy birthday! Have a great day!
ham,The report is ready. Please find attached.
ham,Thanks for the feedback. I will incorporate it.
ham,Reminder: appointment at 14:00 tomorrow.
ham,See you at 12:00 for lunch.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,The payment has been processed successfully.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,Quick question: are you free at 15:00?
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM1714
ham,Welcome to the team! Looking forward to working with you.
ham,Reminder: appointment at 9:00 tomorrow.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,The payment has been processed successfully.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,The meeting went well. Next steps are...
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,See you at 9:00 for lunch.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,Thanks for the update. I will review it tomorrow.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Thanks for your help with the project.
ham,Happy birthday! Have a great day!
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,The payment has been processed successfully.
ham,See you at 15:00 for lunch.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,The payment has been processed successfully.
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,Reminder: appointment at 11:00 tomorrow.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM6977
ham,Happy birthday! Have a great day!
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,Meeting scheduled for 12:00 tomorrow. Please confirm.
spam,WINNER! You have won a free vacation worth . Call 2924 now.
ham,Thanks for the update. I will review it tomorrow.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM5389
ham,The report is ready. Please find attached.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Can we reschedule our call to 14:00?
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
ham,Just wanted to check in. Hope you are doing well.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,The report is ready. Please find attached.
ham,Welcome to the team! Looking forward to working with you.
ham,Can we reschedule our call to 17:00?
ham,Thanks for the feedback. I will incorporate it.
ham,Thanks for the update. I will review it tomorrow.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM4737
ham,Your order #1351 has been shipped.
spam,Earn  per week from home! Details at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,The meeting went well. Next steps are...
spam,Earn  per week from home! Details at http://spam-link.com
ham,Please review the document and let me know.
spam,You have  unread messages. Check at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,I will send you the details by 9:00.
ham,Can we reschedule our call to 9:00?
ham,Quick question: are you free at 13:00?
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Thanks for your help with the project.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Quick question: are you free at 17:00?
ham,The package has been delivered.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM9587
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7134
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,The report is ready. Please find attached.
ham,Happy birthday! Have a great day!
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,See you at 16:00 for lunch.
ham,The meeting went well. Next steps are...
ham,Please review the document and let me know.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
ham,The package has been delivered.
spam,FREE entry to win  cash! Text WIN to 4960
ham,The report is ready. Please find attached.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,See you at 11:00 for lunch.
ham,Thanks for your help with the project.
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Welcome to the team! Looking forward to working with you.
ham,The report is ready. Please find attached.
ham,"Hey, how are you? Let me know when you can meet."
spam,You have  unread messages. Check at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,The payment has been processed successfully.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Meeting scheduled for 10:00 tomorrow. Please confirm.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,The package has been delivered.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Welcome to the team! Looking forward to working with you.
ham,Please review the document and let me know.
ham,The meeting went well. Next steps are...
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,The meeting went well. Next steps are...
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,The package has been delivered.
ham,The meeting went well. Next steps are...
ham,Your order #7137 has been shipped.
ham,The package has been delivered.
ham,Thanks for the update. I will review it tomorrow.
ham,Meeting scheduled for 15:00 tomorrow. Please confirm.
